cid,strategy_id,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,fee_float,address,anchor,tkn0_address,tkn1_address,tkn0_key,tkn1_key,tkn0_decimals,tkn1_decimals,exchange_id,tkn0_symbol,tkn1_symbol,timestamp,tkn0_balance,tkn1_balance,liquidity,sqrt_price_q96,tick,tick_spacing,exchange,pool_type,tkn0_weight,tkn1_weight,tkn2_key,tkn2_address,tkn2_decimals,tkn2_symbol,tkn2_balance,tkn2_weight,tkn3_key,tkn3_address,tkn3_decimals,tkn3_symbol,tkn3_balance,tkn3_weight,tkn4_key,tkn4_address,tkn4_decimals,tkn4_symbol,tkn4_balance,tkn4_weight,tkn5_key,tkn5_address,tkn5_decimals,tkn5_symbol,tkn5_balance,tkn5_weight,tkn6_key,tkn6_address,tkn6_decimals,tkn6_symbol,tkn6_balance,tkn6_weight,tkn7_key,tkn7_address,tkn7_decimals,tkn7_symbol,tkn7_balance,tkn7_weight,y_0,y_1,z_0,z_1,A_0,A_1,B_0,B_1
,0,,0,uniswap_v2 BAGS-2E7F/WETH-6Cc2 0.003,BAGS-2E7F/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xD1b5d82C379076B3e710B2739203e3d0608D677e,,0xb510FFd57f1AafD96F82dD5B2313163870d52E7F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BAGS-2E7F,WETH-6Cc2,18,18,,BAGS,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BAI-23aA/WETH-6Cc2 0.003,BAI-23aA/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x3fE74a8b2AE82B011937d66707182B1C566EFf61,,0xb7d59805C72Eeedd63763f712078373EAcb923aA,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BAI-23aA,WETH-6Cc2,9,18,,BAI,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BAKT-1C0B/WETH-6Cc2 0.003,BAKT-1C0B/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xC5955929F847B60220a1511699180783e58BacB0,,0x8379f52d09b9998eCbA731288EE4fE532fD91C0B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BAKT-1C0B,WETH-6Cc2,18,18,3.0,BAKT,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BAL-4e3D/WETH-6Cc2 0.003,BAL-4e3D/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xA70d458A4d9Bc0e6571565faee18a48dA5c0D593,,0xba100000625a3754423978a60c9317c58a424e3D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BAL-4e3D,WETH-6Cc2,18,18,3.0,BAL,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 bALPHA-15A6/WETH-6Cc2 0.003,bALPHA-15A6/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xc75253291C312E9eDD3Bbeb5cC228eb50F2e2950,,0x7a5ce6abD131EA6B148a022CB76fc180ae3315A6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,bALPHA-15A6,WETH-6Cc2,18,18,3.0,bALPHA,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BALTO-8dBC/WETH-6Cc2 0.003,BALTO-8dBC/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x2c835F1c68d7f91c5E110Ea93cc2D0f7AFB3d86b,,0x5955f7d312c5d84B004d259D55072C4F0A478dBC,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BALTO-8dBC,WETH-6Cc2,18,18,3.0,BALTO,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BAM-4AaB/USDC-eB48 0.003,BAM-4AaB/USDC-eB48,uniswap_v2,3000.0,0.003,0xA59bAcB0eAd9fc9f199C646BFd4D2Ea4F4B60Dae,,0x9DB0FB0Aebe6A925B7838D16e3993A3976A64AaB,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,BAM-4AaB,USDC-eB48,18,6,,BAM,USDC,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BAM-4AaB/WETH-6Cc2 0.003,BAM-4AaB/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xdC81015E80CABe34Bb97388532ED8De78e4FF95b,,0x9DB0FB0Aebe6A925B7838D16e3993A3976A64AaB,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BAM-4AaB,WETH-6Cc2,18,18,,BAM,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BAND-7f55/WETH-6Cc2 0.003,BAND-7f55/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xf421c3f2e695C2D4C0765379cCace8adE4a480D9,,0xBA11D00c5f74255f56a5E366F4F77f5A186d7f55,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BAND-7f55,WETH-6Cc2,18,18,3.0,BAND,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BAND-7f55/WETH-6Cc2 0.003,BAND-7f55/WETH-6Cc2,sushiswap_v2,3000.0,0.003,0xA75F7c2F025f470355515482BdE9EFA8153536A8,,0xBA11D00c5f74255f56a5E366F4F77f5A186d7f55,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BAND-7f55,WETH-6Cc2,18,18,,BAND,WETH,,,,,,,60.0,sushiswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
