id,cid,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,tkn0_balance,tkn1_balance,z_0,y_0,A_0,B_0,z_1,y_1,A_1,B_1,sqrt_price_q96,tick,tick_spacing,liquidity,address,anchor,tkn0,tkn1,tkn0_address,tkn0_decimals,tkn1_address,tkn1_decimals
1260,7145929705339707732730866756067132441840,2023-04-23 03:01:27.292628,17105193,uniswap_v3 CNG-44bf/WETH-6Cc2 10000,CNG-44bf/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,543150329998970552969614405,-99660,200,40739216072413149177291,0xfab26CFa923360fFC8ffc40827faeE5500988E9C,,CNG-44bf,WETH-6Cc2,0x5C1d9aA868a30795F92fAe903eDc9eFF269044bf,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1261,7145929705339707732730866756067132441841,2023-04-23 03:01:28.207191,17105193,uniswap_v3 FORT-Ec29/USDC-eB48 10000,FORT-Ec29/USDC-eB48,uniswap_v3,10000,,,,,,,,,,,24560991875716538119852,-299749,200,153858176964198399,0x1673888242BaD06Cc87A7BcaFf392Cb27218b3e3,,FORT-Ec29,USDC-eB48,0x41545f8b9472D758bB669ed8EaEEEcD7a9C4Ec29,18,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6
1262,7145929705339707732730866756067132441842,2023-04-23 03:01:29.105683,17105193,uniswap_v3 USDC-eB48/STG-2Cd6 3000,USDC-eB48/STG-2Cd6,uniswap_v3,3000,,,,,,,,,,,92683277463087268861377646123174357,279461,60,13522696092211390,0xd6A309F49cF79542cEa91dF7B334EB4bD29aA0D7,,USDC-eB48,STG-2Cd6,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6,0xAf5191B0De278C7286d6C7CC6ab6BB8A73bA2Cd6,18
1263,7145929705339707732730866756067132441843,2023-04-23 03:01:30.029935,17105193,uniswap_v3 GYEN-D911/ZUSD-04fA 500,GYEN-D911/ZUSD-04fA,uniswap_v3,500,,,,,,,,,,,6850942920025587957118513809,-48962,10,24665654651136,0x06909fAe7748D015083A472b1EcAeF1203C19bde,,GYEN-D911,ZUSD-04fA,0xC08512927D12348F6620a698105e1BAac6EcD911,6,0xc56c2b7e71B54d38Aab6d52E94a04Cbfa8F604fA,6
1265,7145929705339707732730866756067132441845,2023-04-23 03:01:31.809301,17105194,uniswap_v3 ADX-B7c3/USDT-1ec7 3000,ADX-B7c3/USDT-1ec7,uniswap_v3,3000,,,,,,,,,,,34307201386832496682892,-293065,60,1632997346365244682,0x8de5977111C68C3fE95E63e7F7319dD5a01F77a0,,ADX-B7c3,USDT-1ec7,0xADE00C28244d5CE17D72E40330B1c318cD12B7c3,18,0xdAC17F958D2ee523a2206206994597C13D831ec7,6
1266,7145929705339707732730866756067132441846,2023-04-23 03:01:32.712601,17105194,uniswap_v3 DAI-1d0F/AVINOC-A3EF 3000,DAI-1d0F/AVINOC-A3EF,uniswap_v3,3000,,,,,,,,,,,152178443664545780123241010010,13055,60,1128576702066675811437,0xf482fCE04Ef6F29aD56E46FEf2DE038C42126e2E,,DAI-1d0F,AVINOC-A3EF,0x6B175474E89094C44Da98b954EedeAC495271d0F,18,0xF1cA9cb74685755965c7458528A36934Df52A3EF,18
1267,7145929705339707732730866756067132441847,2023-04-23 03:01:33.591803,17105195,uniswap_v3 QANX-3AAA/WETH-6Cc2 3000,QANX-3AAA/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,191716078370436378020992051,-120488,60,10170177520959279877903,0x09117BfF68B5939319e61b226BF1f3F5f985EBa1,,QANX-3AAA,WETH-6Cc2,0xAAA9214F675316182Eaa21C85f0Ca99160CC3AAA,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1268,7145929705339707732730866756067132441848,2023-04-23 03:01:34.486913,17105195,uniswap_v3 UNT-fdFe/WETH-6Cc2 3000,UNT-fdFe/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,315540375431781385330902981,-110522,60,7023215353740101226548,0x82932664a9ed4a31242bc96829eD7Cb9B3447656,,UNT-fdFe,WETH-6Cc2,0x8d610E20481F4C4f3aCB87bBa9c46BeF7795fdFe,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1269,7145929705339707732730866756067132441849,2023-04-23 03:01:35.367636,17105195,uniswap_v3 XI-Ec8c/WETH-6Cc2 10000,XI-Ec8c/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,221647459601294651690845894,-117586,200,8467412192352556248544,0x9410cF01DCDCcDB9B56e285b39cea375e5E90883,,XI-Ec8c,WETH-6Cc2,0x295B42684F90c77DA7ea46336001010F2791Ec8c,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1270,7145929705339707732730866756067132441850,2023-04-23 03:01:36.276567,17105195,uniswap_v3 ZZ-55ad/USDT-1ec7 3000,ZZ-55ad/USDT-1ec7,uniswap_v3,3000,,,,,,,,,,,50715790479527956919850,-285247,60,129721000230165260,0xF09e5f387b749Cf7eA7C1C3F1eCE69Fb59720cd0,,ZZ-55ad,USDT-1ec7,0xC91a71A1fFA3d8B22ba615BA1B9c01b2BBBf55ad,18,0xdAC17F958D2ee523a2206206994597C13D831ec7,6
1271,7145929705339707732730866756067132441851,2023-04-23 03:01:37.186493,17105195,uniswap_v3 VITA-A321/WETH-6Cc2 10000,VITA-A321/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,2444882675650196021945696709,-69571,200,27516553766379579372866,0xcBcC3cBaD991eC59204be2963b4a87951E4d292B,,VITA-A321,WETH-6Cc2,0x81f8f0bb1cB2A06649E51913A151F0E7Ef6FA321,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1272,7145929705339707732730866756067132441852,2023-04-23 03:01:38.084177,17105196,uniswap_v3 USDC-eB48/UST-87a5 10000,USDC-eB48/UST-87a5,uniswap_v3,10000,,,,,,,,,,,555862719061880619200009598836,38965,200,3740015488166,0x9d96880952B4C80a55099B9c258250F2CC5813EC,,USDC-eB48,UST-87a5,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6,0xa693B19d2931d498c5B318dF961919BB4aee87a5,6
1274,7145929705339707732730866756067132441854,2023-04-23 03:01:39.932085,17105196,uniswap_v3 WETH-6Cc2/WSTR-12B1 10000,WETH-6Cc2/WSTR-12B1,uniswap_v3,10000,,,,,,,,,,,58298955569823408469381356589,-6136,200,40334788196159233624,0x7f4a0822A6E3c085df795a8d78ACBcD36F210ebf,,WETH-6Cc2,WSTR-12B1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xF0dC76C22139ab22618dDFb498BE1283254612B1,18
1275,7145929705339707732730866756067132441855,2023-04-23 03:01:40.842191,17105196,uniswap_v3 ASH-0b92/WETH-6Cc2 10000,ASH-0b92/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,1684862336970554160014989125,-77017,200,378629158696749333356,0x3eE301ED8F42D106dEf4f9d9730Ea3367880b771,,ASH-0b92,WETH-6Cc2,0x64D91f12Ece7362F91A6f8E7940Cd55F05060b92,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1276,7145929705339707732730866756067132441856,2023-04-23 03:01:41.753665,17105196,uniswap_v3 BOB-1B0B/GETH-3De9 3000,BOB-1B0B/GETH-3De9,uniswap_v3,3000,,,,,,,,,,,212278533480595662027152145830,19712,60,175905277862962168783772,0xc894C5dE34CB2a3615c737D1276876E44e9700A3,,BOB-1B0B,GETH-3De9,0xB0B195aEFA3650A6908f15CdaC7D92F8a5791B0B,18,0xdD69DB25F6D620A7baD3023c5d32761D353D3De9,18
1277,7145929705339707732730866756067132441857,2023-04-23 03:01:42.638554,17105197,uniswap_v3 ALLUO-0B09/WETH-6Cc2 3000,ALLUO-0B09/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,349017863729864287822802516,-108505,60,10756310396409679648210,0x4E44c9abC0b7c61E5F9e165271581d823Abf684d,,ALLUO-0B09,WETH-6Cc2,0x1E5193ccC53f25638Aa22a940af899B692e10B09,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1278,7145929705339707732730866756067132441858,2023-04-23 03:01:43.550262,17105197,uniswap_v3 BOOP-3Ce1/WETH-6Cc2 10000,BOOP-3Ce1/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,1196298597120446199904500924,-83867,200,3541678551916919309245,0x7c46E694d1EE0E577E64933D98dCbfF3FDACA2d3,,BOOP-3Ce1,WETH-6Cc2,0x8013266cb5c9dd48bE3Ad7D1CE832874d64B3Ce1,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1279,7145929705339707732730866756067132441859,2023-04-23 03:01:44.455013,17105197,uniswap_v3 Coval-76Df/WETH-6Cc2 10000,Coval-76Df/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,19874839280933655660175081642369,110503,200,700287126991113261,0x2b43Fe4F41D871fBc75aF6e0cE85BcE38fF1eDC7,,Coval-76Df,WETH-6Cc2,0x3D658390460295FB963f54dC0899cfb1c30776Df,8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1280,7145929705339707732730866756067132441860,2023-04-23 03:01:45.356436,17105198,uniswap_v3 FTM-7870/DAI-1d0F 10000,FTM-7870/DAI-1d0F,uniswap_v3,10000,,,,,,,,,,,51829504995329626988916897297,-8488,200,1651086087089859270104,0xC21831336E4940C5a6E640Fb40f0e86735dCa02c,,FTM-7870,DAI-1d0F,0x4E15361FD6b4BB609Fa63C81A2be19d873717870,18,0x6B175474E89094C44Da98b954EedeAC495271d0F,18
1281,7145929705339707732730866756067132441861,2023-04-23 03:01:46.245635,17105198,uniswap_v3 WETH-6Cc2/SWAP-4EFe 10000,WETH-6Cc2/SWAP-4EFe,uniswap_v3,10000,,,,,,,,,,,6643051411010403740846939955119,88584,200,3487319589075046358017,0x76D8938c96e8aBfB44db042091131B7e9A63189c,,WETH-6Cc2,SWAP-4EFe,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xCC4304A31d09258b0029eA7FE63d032f52e44EFe,18
1282,7145929705339707732730866756067132441862,2023-04-23 03:01:47.14183,17105198,uniswap_v3 USDC-eB48/ZUSD-04fA 500,USDC-eB48/ZUSD-04fA,uniswap_v3,500,,,,,,,,,,,79476464481621914874179033098,62,10,15089172515041,0x692D10a11aAF6FbC3c397fFc558091064D97cFe4,,USDC-eB48,ZUSD-04fA,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6,0xc56c2b7e71B54d38Aab6d52E94a04Cbfa8F604fA,6
1283,7145929705339707732730866756067132441863,2023-04-23 03:01:48.058043,17105198,uniswap_v3 USDC-eB48/PSP-3dE5 3000,USDC-eB48/PSP-3dE5,uniswap_v3,3000,,,,,,,,,,,389737782321181764503400384571322082,308188,60,0,0x2739b0A16e169D2f14177A8e5efb3585eb99ceD2,,USDC-eB48,PSP-3dE5,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6,0xcAfE001067cDEF266AfB7Eb5A286dCFD277f3dE5,18
1284,7145929705339707732730866756067132441864,2023-04-23 03:01:48.950772,17105198,uniswap_v3 JPYC-7BDB/WETH-6Cc2 3000,JPYC-7BDB/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,156181011569828981858148790,-124588,60,11263822747649651690523,0x1bC8F4F5c1627F7DaD5EAB297fec94F5f20C014d,,JPYC-7BDB,WETH-6Cc2,0x431D5dfF03120AFA4bDf332c61A6e1766eF37BDB,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1285,7145929705339707732730866756067132441865,2023-04-23 03:01:49.859014,17105199,uniswap_v3 NGC-f131/WETH-6Cc2 3000,NGC-f131/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,652429140258415838771187506,-95993,60,1695573060607462731529,0xe93C6C64cD2cdA1170Db372F62E0aB398Ad03d6A,,NGC-f131,WETH-6Cc2,0x72dD4b6bd852A3AA172Be4d6C5a6dbEc588cf131,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1286,7145929705339707732730866756067132441866,2023-04-23 03:01:50.770102,17105199,uniswap_v3 XRT-1cb7/WETH-6Cc2 10000,XRT-1cb7/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,128754043346067808086512582764654,147873,200,257116480680979208,0x7569349084fCe8E5162D96D351B994E166eF6778,,XRT-1cb7,WETH-6Cc2,0x7dE91B204C1C737bcEe6F000AAA6569Cf7061cb7,9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1287,7145929705339707732730866756067132441867,2023-04-23 03:01:51.730142,17105199,uniswap_v3 WETH-6Cc2/SAITO-B57B 10000,WETH-6Cc2/SAITO-B57B,uniswap_v3,10000,,,,,,,,,,,30250974870516202623963886740491,118904,200,58314019134197787612045,0x02976320EF83e1413a9307B34C463A19Ab484B5E,,WETH-6Cc2,SAITO-B57B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xFa14Fa6958401314851A17d6C5360cA29f74B57B,18
1288,7145929705339707732730866756067132441868,2023-04-23 03:01:52.637817,17105199,uniswap_v3 ZENIQ-7233/WETH-6Cc2 3000,ZENIQ-7233/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,384077780124988293549277563,-106591,60,13407447098004833426599,0x11184bf5937BeB9085b4f070E7B410Be052e37A6,,ZENIQ-7233,WETH-6Cc2,0x5b52bfB8062Ce664D74bbCd4Cd6DC7Df53Fd7233,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1289,7145929705339707732730866756067132441869,2023-04-23 03:01:53.522008,17105199,uniswap_v3 FUN-711b/USDT-1ec7 100,FUN-711b/USDT-1ec7,uniswap_v3,100,,,,,,,,,,,609797743381450162421614331,-97345,1,275409008819922,0x1a349A3397a8431eEd8d94A05f88F9001117fcAa,,FUN-711b,USDT-1ec7,0x419D0d8BdD9aF5e606Ae2232ed285Aff190E711b,8,0xdAC17F958D2ee523a2206206994597C13D831ec7,6
1290,7145929705339707732730866756067132441870,2023-04-23 03:01:54.41973,17105199,uniswap_v3 CELR-C667/WETH-6Cc2 10000,CELR-C667/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,307525533665544058075958387,-111037,200,29797390802091007475252,0xAff1025438DA93bd86427f2f9f7d06088f720a8d,,CELR-C667,WETH-6Cc2,0x4F9254C83EB525f9FCf346490bbb3ed28a81C667,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1292,7145929705339707732730866756067132441872,2023-04-23 03:01:56.222798,17105200,uniswap_v3 EURT-E491/USDT-1ec7 500,EURT-E491/USDT-1ec7,uniswap_v3,500,,,,,,,,,,,83194256798363662774762525680,976,10,1268037811478,0x07f3D316630719F4Fc69c152F397c150f0831071,,EURT-E491,USDT-1ec7,0xC581b735A1688071A1746c968e0798D642EDE491,6,0xdAC17F958D2ee523a2206206994597C13D831ec7,6
1293,7145929705339707732730866756067132441873,2023-04-23 03:01:57.148543,17105200,uniswap_v3 FCC-e079/USDC-eB48 3000,FCC-e079/USDC-eB48,uniswap_v3,3000,,,,,,,,,,,22186929517623400241921,-301782,60,0,0x06c3c090B9a3EC53872e8e4af93b77D66b00297b,,FCC-e079,USDC-eB48,0x171b1DAefac13A0A3524Fcb6BEDdC7B31E58e079,18,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6
1294,7145929705339707732730866756067132441874,2023-04-23 03:01:58.055503,17105200,uniswap_v3 auraBAL-608d/WETH-6Cc2 3000,auraBAL-608d/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,7320233799830026335256433338,-47637,60,713276414727748530430,0xFdeA35445489e608fb4F20B6E94CCFEa8353Eabd,,auraBAL-608d,WETH-6Cc2,0x616e8BfA43F920657B3497DBf40D6b1A02D4608d,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1295,7145929705339707732730866756067132441875,2023-04-23 03:01:58.938772,17105201,uniswap_v3 ASIC-3047/PLSD-36A7 10000,ASIC-3047/PLSD-36A7,uniswap_v3,10000,,,,,,,,,,,38852232408344362237174855458,-14253,200,75318788124403949,0xf02DCFAA7c5D0260a81e81b9cCb2ce73e42b66EF,,ASIC-3047,PLSD-36A7,0x347a96a5BD06D2E15199b032F46fB724d6c73047,12,0x34F0915a5f15a66Eba86F6a58bE1A471FB7836A7,12
1296,7145929705339707732730866756067132441876,2023-04-23 03:01:59.832404,17105201,uniswap_v3 MUTE-400c/WETH-6Cc2 10000,MUTE-400c/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,1735662697460515965409194782,-76423,200,2420824942214821714857,0x90F13FAa11725f4615D43035b9119aCFd5c245eE,,MUTE-400c,WETH-6Cc2,0xA49d7499271aE71cd8aB9Ac515e6694C755d400c,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1297,7145929705339707732730866756067132441877,2023-04-23 03:02:00.744224,17105201,uniswap_v3 USDC-eB48/SPOT-bafE 3000,USDC-eB48/SPOT-bafE,uniswap_v3,3000,,,,,,,,,,,2352403534411466840808052144891,67820,60,524165196649797,0x7E0C73AF898E1ad50a8eFd7D3A678C23cD90b74C,,USDC-eB48,SPOT-bafE,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6,0xC1f33e0cf7e40a67375007104B929E49a581bafE,9
1298,7145929705339707732730866756067132441878,2023-04-23 03:02:01.652479,17105201,uniswap_v3 USDC-eB48/SWEAT-3A35 3000,USDC-eB48/SWEAT-3A35,uniswap_v3,3000,,,,,,,,,,,856479169871235805792458503888902661,323936,60,2557147718683902571,0xAaE63Df9A86f9A682507C922db38faE5e777A606,,USDC-eB48,SWEAT-3A35,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6,0xB4b9DC1C77bdbb135eA907fd5a08094d98883A35,18
1299,7145929705339707732730866756067132441879,2023-04-23 03:02:03.302501,17105202,uniswap_v3 WETH-6Cc2/FLOOR-455e 10000,WETH-6Cc2/FLOOR-455e,uniswap_v3,10000,,,,,,,,,,,56907606610543438752732194,-144781,200,618380436375051587,0xB386c1d831eED803F5e8F274A59C91c4C22EEAc0,,WETH-6Cc2,FLOOR-455e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xf59257E961883636290411c11ec5Ae622d19455e,9
1300,7145929705339707732730866756067132441880,2023-04-23 03:02:04.203286,17105202,uniswap_v3 HOT-26E2/WETH-6Cc2 10000,HOT-26E2/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,78736797244214387074496588,-138287,200,106545186464821561509491,0xf7849D0852FC588210B9C0d8b26F43C0c9bc1470,,HOT-26E2,WETH-6Cc2,0x6c6EE5e31d828De241282B9606C8e98Ea48526E2,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1301,7145929705339707732730866756067132441881,2023-04-23 03:02:05.108916,17105202,uniswap_v3 WETH-6Cc2/AGOV-280c 3000,WETH-6Cc2/AGOV-280c,uniswap_v3,3000,,,,,,,,,,,45370179857112382594551242552016,127011,60,6027489635230751978827,0x6F5Ad69406f6f11f61cD6A6b8e7178fe0B8E5Bb9,,WETH-6Cc2,AGOV-280c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xd1420AF453Fd7bf940573431D416cAcE7fF8280c,18
1303,7145929705339707732730866756067132441883,2023-04-23 03:02:06.920258,17105202,uniswap_v3 KEY-96E7/WETH-6Cc2 10000,KEY-96E7/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,163019284907759043315990586,-123731,200,101470881342591938210,0xEF3c16317F9907ef9181C99247CD6d9458550a4D,,KEY-96E7,WETH-6Cc2,0x4CC19356f2D37338b9802aa8E8fc58B0373296E7,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1304,7145929705339707732730866756067132441884,2023-04-23 03:02:07.805222,17105203,uniswap_v3 WETH-6Cc2/PRE-2A0F 10000,WETH-6Cc2/PRE-2A0F,uniswap_v3,10000,,,,,,,,,,,12999853117717160304604091800811,102012,200,22302660661233167945249,0x19A573b228468f3bf917389f4E2D4f2997610F71,,WETH-6Cc2,PRE-2A0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xEC213F83defB583af3A000B1c0ada660b1902A0F,18
1305,7145929705339707732730866756067132441885,2023-04-23 03:02:08.704391,17105203,uniswap_v3 LINA-1937/USDC-eB48 3000,LINA-1937/USDC-eB48,uniswap_v3,3000,,,,,,,,,,,8610004634759004611807,-320715,60,438537335343326751,0x7EFd2626eE9BA89b46630C4bbF684561abaB6733,,LINA-1937,USDC-eB48,0x3E9BC21C9b189C09dF3eF1B824798658d5011937,18,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6
1306,7145929705339707732730866756067132441886,2023-04-23 03:02:09.619596,17105203,uniswap_v3 ELON-60F3/WETH-6Cc2 10000,ELON-60F3/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,980782616186311701467148,-226002,200,21871757793794267753151953,0x381fE4Eb128db1621647cA00965da3F9e09F4fAc,,ELON-60F3,WETH-6Cc2,0x761D38e5ddf6ccf6Cf7c55759d5210750B5D60F3,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1307,7145929705339707732730866756067132441887,2023-04-23 03:02:10.527686,17105203,uniswap_v3 WBTC-C599/AMKT-aE8D 3000,WBTC-C599/AMKT-aE8D,uniswap_v3,3000,,,,,,,,,,,136261937130452359792534308152315185,287169,60,21497070584450288,0xe901eBCBF2788b316074dD5d770A12d974911F14,,WBTC-C599,AMKT-aE8D,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,8,0xF17A3fE536F8F7847F1385ec1bC967b2Ca9caE8D,18
1308,7145929705339707732730866756067132441888,2023-04-23 03:02:11.445201,17105204,uniswap_v3 wNXM-2bDE/ICHI-C4d6 3000,wNXM-2bDE/ICHI-C4d6,uniswap_v3,3000,,,,,,,,,,,229125598663115736543815405143,21239,60,57322673112126259146531,0x96467EaE14BF1da07B5FeDD07b2a4030B8F1481D,,wNXM-2bDE,ICHI-C4d6,0x0d438F3b5175Bebc262bF23753C1E53d03432bDE,18,0x111111517e4929D3dcbdfa7CCe55d30d4B6BC4d6,18
1309,7145929705339707732730866756067132441889,2023-04-23 03:02:12.3293,17105204,uniswap_v3 GET-6A1B/WETH-6Cc2 10000,GET-6A1B/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,1831367282728725058427170559,-75350,200,13409893727048999353717,0x02469E30dD450dE2E9DE00d49d679f1D1d774aDa,,GET-6A1B,WETH-6Cc2,0x8a854288a5976036A725879164Ca3e91d30c6A1B,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1310,7145929705339707732730866756067132441890,2023-04-23 03:02:13.222088,17105204,uniswap_v3 RAZOR-d2cd/USDC-eB48 3000,RAZOR-d2cd/USDC-eB48,uniswap_v3,3000,,,,,,,,,,,7922147541967492084262,-322380,60,7362829188556240258,0x45CDEc62E3e8866C917F8AB76F7B1D45DDE6673E,,RAZOR-d2cd,USDC-eB48,0x50DE6856358Cc35f3A9a57eAAA34BD4cB707d2cd,18,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6
1311,7145929705339707732730866756067132441891,2023-04-23 03:02:14.138816,17105204,uniswap_v3 WETH-6Cc2/GTC-163F 10000,WETH-6Cc2/GTC-163F,uniswap_v3,10000,,,,,,,,,,,2716574427556997490023306400345,70699,200,19580120714820183053105,0x06B1655b9D560de112759b4F0Bf57d6F005e72Fe,,WETH-6Cc2,GTC-163F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xDe30da39c46104798bB5aA3fe8B9e0e1F348163F,18
1312,7145929705339707732730866756067132441892,2023-04-23 03:02:15.022664,17105204,uniswap_v3 WETH-6Cc2/XOY-9e52 3000,WETH-6Cc2/XOY-9e52,uniswap_v3,3000,,,,,,,,,,,36069854767124863352430614,-153901,60,4074127162777645411,0x9eA116Bfe1D9d6B106b5028597Fa58cB071764d0,,WETH-6Cc2,XOY-9e52,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xe9F1d62c671EFe99896492766c0B416bD3FB9e52,8
1313,7145929705339707732730866756067132441893,2023-04-23 03:02:15.913874,17105205,uniswap_v3 NXRA-EF9e/WETH-6Cc2 10000,NXRA-EF9e/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,539103546955920216077176670,-99809,200,6248257505503650026613,0x755F01736f93C91585b840C2179c560B754D69F3,,NXRA-EF9e,WETH-6Cc2,0x644192291cc835A93d6330b24EA5f5FEdD0eEF9e,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1314,7145929705339707732730866756067132441894,2023-04-23 03:02:16.807697,17105205,uniswap_v3 cvxFPIS-7Df6/WETH-6Cc2 10000,cvxFPIS-7Df6/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,2868770724767046947748267383,-66373,200,0,0x052B7f4e0E8A3619BfEf537Db1b97aF8c2F223B4,,cvxFPIS-7Df6,WETH-6Cc2,0xa2847348b58CEd0cA58d23c7e9106A49f1427Df6,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1315,7145929705339707732730866756067132441895,2023-04-23 03:02:17.689572,17105205,uniswap_v3 WETH-6Cc2/GYEN-D911 500,WETH-6Cc2/GYEN-D911,uniswap_v3,500,,,,,,,,,,,39731307456021683247014062,-151967,10,133322633687688936,0x94D0BA2c98211852f0a41e13F83CbB522EBcC090,,WETH-6Cc2,GYEN-D911,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xC08512927D12348F6620a698105e1BAac6EcD911,6
1316,7145929705339707732730866756067132441896,2023-04-23 03:02:18.567363,17105205,uniswap_v3 STORJ-b8aC/WETH-6Cc2 10000,STORJ-b8aC/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,110589230531075330363271726779293,144832,200,36593172702375112,0xB29148f6eA9F2d78BA9B2d6b30AF37AfDcC31a9E,,STORJ-b8aC,WETH-6Cc2,0xB64ef51C888972c908CFacf59B47C1AfBC0Ab8aC,8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1317,7145929705339707732730866756067132441897,2023-04-23 03:02:19.475636,17105206,uniswap_v3 KROM-d789/WETH-6Cc2 3000,KROM-d789/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,384570291183185539974118337,-106565,60,60055259709383306908915,0x6aE0CDc5d2B89a8DCb99aD6b3435B3E7F7290077,,KROM-d789,WETH-6Cc2,0x3af33bEF05C2dCb3C7288b77fe1C8d2AeBA4d789,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
1318,7145929705339707732730866756067132441898,2023-04-23 03:02:20.371586,17105206,uniswap_v3 TERA2-3231/WETH-6Cc2 100,TERA2-3231/WETH-6Cc2,uniswap_v3,100,,,,,,,,,,,320870450535556336153571501822876,166137,1,5241905534502797840,0xDEE44Be1E2aC944bEB45eC9F0C270164fABc12E2,,TERA2-3231,WETH-6Cc2,0x33909C9CE97Ce509daB3A038B3eC7ac3d1Be3231,4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
