id,cid,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,fee_float,tkn0_balance,tkn1_balance,z_0,y_0,A_0,B_0,z_1,y_1,A_1,B_1,sqrt_price_q96,tick,tick_spacing,liquidity,address,anchor,tkn0_address,tkn1_address,tkn0_key,tkn1_key,tkn0_decimals,tkn1_decimals,exchange_id,tkn0_symbol,tkn1_symbol
470,470,2023-05-03 18:09:33.276918,17181875,uniswap_v3 IOTX-4d69/USDT-1ec7 3000,IOTX-4d69/USDT-1ec7,uniswap_v3,3000.0,0.003,,,,,,,,,,,14146359067615937644249,-310784.0,60.0,0,0x672aCBd975BF5b43b6Cd5A35E4CB427f1026ffF6,,0x6fB3e0A217407EFFf7Ca062D46c26E5d60a14d69,0xdAC17F958D2ee523a2206206994597C13D831ec7,IOTX-4d69,USDT-1ec7,18,6,4,IOTX,USDT
471,471,2023-05-03 18:09:35.527023,17181875,uniswap_v3 APE-4381/USDT-1ec7 3000,APE-4381/USDT-1ec7,uniswap_v3,3000.0,0.003,,,,,,,,,,,158440490484981054444822,-262463.0,60.0,0,0x3ED96D54BE53868eDbc3Ad5CCc4995710d187dC4,,0x4d224452801ACEd8B2F0aebE155379bb5D594381,0xdAC17F958D2ee523a2206206994597C13D831ec7,APE-4381,USDT-1ec7,18,6,4,APE,USDT
472,472,2023-05-03 18:09:37.792841,17181875,uniswap_v3 USDC-eB48/AGV-382B 10000,USDC-eB48/AGV-382B,uniswap_v3,10000.0,0.01,,,,,,,,,,,3843136567860293255332665088379375873,353962.0,200.0,17774102350780425,0x9AE50fFb9B663792C82B2aB04CF8dedAd93F287f,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf4F618Eff5eF36Cde2FCa4FBD86554c62Fb1382B,USDC-eB48,AGV-382B,6,18,4,USDC,AGV
473,473,2023-05-03 18:09:39.334612,17181876,uniswap_v3 OHM-f1D5/WETH-6Cc2 10000,OHM-f1D5/WETH-6Cc2,uniswap_v3,10000.0,0.01,,,,,,,,,,,186997429630500516154820872034732,155338.0,200.0,12279145295649462,0x584eC2562b937C4AC0452184D8d83346382B5D3a,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,OHM-f1D5,WETH-6Cc2,9,18,4,OHM,WETH
474,474,2023-05-03 18:09:41.570935,17181876,uniswap_v3 DREP-b4c2/USDT-1ec7 10000,DREP-b4c2/USDT-1ec7,uniswap_v3,10000.0,0.01,,,,,,,,,,,50752676702398815478665,-285232.0,200.0,35879905779755924,0x201aE1B96E6cAe3aa9c02532FCE51725fea81f7F,,0x3Ab6Ed69Ef663bd986Ee59205CCaD8A20F98b4c2,0xdAC17F958D2ee523a2206206994597C13D831ec7,DREP-b4c2,USDT-1ec7,18,6,4,DREP,USDT
475,475,2023-05-03 18:09:43.836798,17181876,uniswap_v3 QNT-4675/USDC-eB48 10000,QNT-4675/USDC-eB48,uniswap_v3,10000.0,0.01,,,,,,,,,,,847821973738908845258180,-228915.0,200.0,375094444080846,0xb66c491e2356Bf32b7E3EA14af7F60B3eD171A22,,0x4a220E6096B25EADb88358cb44068A3248254675,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,QNT-4675,USDC-eB48,18,6,4,QNT,USDC
476,476,2023-05-03 18:09:46.091747,17181876,uniswap_v3 BLOCKIFY-3C21/USDC-eB48 10000,BLOCKIFY-3C21/USDC-eB48,uniswap_v3,10000.0,0.01,,,,,,,,,,,8225770990658924917,-459790.0,200.0,57799302803353870547,0xCbf08332BDE3ACEFE4cE77d74213c72b3885C1f0,,0x7D608CfAa805a752788847e5C46Ce9C03Fb43C21,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,BLOCKIFY-3C21,USDC-eB48,18,6,4,BLOCKIFY,USDC
477,477,2023-05-03 18:09:47.694306,17181876,uniswap_v3 LDO-1B32/DAI-1d0F 10000,LDO-1B32/DAI-1d0F,uniswap_v3,10000.0,0.01,,,,,,,,,,,113457937115976110887988669629,7182.0,200.0,620362307402465043214,0xbBa38B5Bdd5A04AB5A9F52db87e64efc299B6bD5,,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,0x6B175474E89094C44Da98b954EedeAC495271d0F,LDO-1B32,DAI-1d0F,18,18,4,LDO,DAI
478,478,2023-05-03 18:09:49.155385,17181876,uniswap_v3 WBTC-C599/WETH-6Cc2 100,WBTC-C599/WETH-6Cc2,uniswap_v3,100.0,0.0001,,,,,,,,,,,31009969730785584141327632817553139,257562.0,1.0,446548901313022,0xe6ff8b9A37B0fab776134636D9981Aa778c4e718,,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WBTC-C599,WETH-6Cc2,8,18,4,WBTC,WETH
479,479,2023-05-03 18:09:51.397941,17181877,uniswap_v3 USDC-eB48/UNV-A673 10000,USDC-eB48/UNV-A673,uniswap_v3,10000.0,0.01,,,,,,,,,,,793152347589530806273839517798025305,322400.0,200.0,0,0x57f14F1f00a384f0C5634A68dCe348ae1b164cAa,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf009f5531dE69067435e32c4b9D36077F4C4A673,USDC-eB48,UNV-A673,6,18,4,USDC,UNV
480,480,2023-05-03 18:09:53.539326,17181877,uniswap_v3 HBTC-d380/WBTC-C599 500,HBTC-d380/WBTC-C599,uniswap_v3,500.0,0.0005,,,,,,,,,,,791938461714050002530727,-230279.0,10.0,43162960070721774,0x685D5Bb7B3b82045F8eaf8F61B793CC3A97f7c1a,,0x0316EB71485b0Ab14103307bf65a021042c6d380,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,HBTC-d380,WBTC-C599,18,8,4,HBTC,WBTC
481,481,2023-05-03 18:09:55.713583,17181877,uniswap_v3 SLD-a084/USDT-1ec7 3000,SLD-a084/USDT-1ec7,uniswap_v3,3000.0,0.003,,,,,,,,,,,4295128740,-887272.0,60.0,0,0xC8dF1e00EC7B726A3a0b6739A3534Ecd6D89bB31,,0x1ef6A7e2c966fb7C5403EFEFdE38338b1a95a084,0xdAC17F958D2ee523a2206206994597C13D831ec7,SLD-a084,USDT-1ec7,18,6,4,SLD,USDT
482,482,2023-05-03 18:09:57.858709,17181877,uniswap_v3 SYL-eb9C/USDC-eB48 10000,SYL-eb9C/USDC-eB48,uniswap_v3,10000.0,0.01,,,,,,,,,,,61469841931702821848726,-281400.0,200.0,471748104465377477,0xff4b5466b025472F8F6CCcA9dEec48c8D3BFe273,,0x92925Acf2771Bc59143228499f9610FE5176eb9C,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,SYL-eb9C,USDC-eB48,18,6,4,SYL,USDC
483,483,2023-05-03 18:09:59.311666,17181877,uniswap_v3 TONCOIN-def1/USDT-1ec7 3000,TONCOIN-def1/USDT-1ec7,uniswap_v3,3000.0,0.003,,,,,,,,,,,3666760304852135649735675792,-61464.0,60.0,178581802653,0x7F76A06E8485bb5a12c0E2632DD5c365ECF3E6Da,,0x582d872A1B094FC48F5DE31D3B73F2D9bE47def1,0xdAC17F958D2ee523a2206206994597C13D831ec7,TONCOIN-def1,USDT-1ec7,9,6,4,TONCOIN,USDT
484,484,2023-05-03 18:10:01.522771,17181877,uniswap_v3 JASMY-03EC/USDT-1ec7 10000,JASMY-03EC/USDT-1ec7,uniswap_v3,10000.0,0.01,,,,,,,,,,,6479598267626037391503,-326400.0,200.0,0,0x38b6e47A97F4680A983eAdc8E510C37d73967c29,,0x7420B4b9a0110cdC71fB720908340C03F9Bc03EC,0xdAC17F958D2ee523a2206206994597C13D831ec7,JASMY-03EC,USDT-1ec7,18,6,4,JASMY,USDT
485,485,2023-05-03 18:10:03.002695,17181878,uniswap_v3 XYO-E758/USDT-1ec7 3000,XYO-E758/USDT-1ec7,uniswap_v3,3000.0,0.003,,,,,,,,,,,5387727125118976832153,-330091.0,60.0,25505026249985069,0xd0AF1981f52146a6939385451dAeA0726e13a484,,0x55296f69f40Ea6d20E478533C15A6B08B654E758,0xdAC17F958D2ee523a2206206994597C13D831ec7,XYO-E758,USDT-1ec7,18,6,4,XYO,USDT
486,486,2023-05-03 18:10:04.433233,17181878,uniswap_v3 USDC-eB48/USDT-1ec7 100,USDC-eB48/USDT-1ec7,uniswap_v3,100.0,0.0001,,,,,,,,,,,79212563467797676356903520944,-4.0,1.0,264143636043124752,0x3416cF6C708Da44DB2624D63ea0AAef7113527C6,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,USDC-eB48,USDT-1ec7,6,6,4,USDC,USDT
487,487,2023-05-03 18:10:06.629546,17181878,uniswap_v3 NBT-824c/USDT-1ec7 3000,NBT-824c/USDT-1ec7,uniswap_v3,3000.0,0.003,,,,,,,,,,,4218036412064711756135,-334987.0,60.0,414227746778704910,0xd51d8844edb3F1ad17a0B738a4EaD26Ec101E764,,0x446F2A8A39Cc730ef378Be759A3c57f1a3fE824c,0xdAC17F958D2ee523a2206206994597C13D831ec7,NBT-824c,USDT-1ec7,18,6,4,NBT,USDT
488,488,2023-05-03 18:10:08.820851,17181878,uniswap_v3 BRD-9aD6/USDT-1ec7 10000,BRD-9aD6/USDT-1ec7,uniswap_v3,10000.0,0.01,,,,,,,,,,,5895004706356555550890,-328292.0,200.0,20352359440043090,0x5c1e3f0979513F1111995DA718780BD24E73cDA3,,0x558EC3152e2eb2174905cd19AeA4e34A23DE9aD6,0xdAC17F958D2ee523a2206206994597C13D831ec7,BRD-9aD6,USDT-1ec7,18,6,4,BRD,USDT
489,489,2023-05-03 18:10:10.285456,17181878,uniswap_v3 SHIB-C4cE/USDC-eB48 3000,SHIB-C4cE/USDC-eB48,uniswap_v3,3000.0,0.003,,,,,,,,,,,250526791743333851697,-391461.0,60.0,186692504453554888,0xe9131A276FD07AF729B5537A429346e8AfFc67e0,,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,SHIB-C4cE,USDC-eB48,18,6,4,SHIB,USDC
490,490,2023-05-03 18:10:12.481806,17181878,uniswap_v3 ULX-636F/USDT-1ec7 3000,ULX-636F/USDT-1ec7,uniswap_v3,3000.0,0.003,,,,,,,,,,,20640378027038150629156,-303228.0,60.0,1667738001257649044,0x9aDf4617804c762f86Fc4e706aD0424da3b100A7,,0x5Aa158404fEd6b4730C13F49d3a7F820e14A636F,0xdAC17F958D2ee523a2206206994597C13D831ec7,ULX-636F,USDT-1ec7,18,6,4,ULX,USDT
491,491,2023-05-03 18:10:14.642972,17181878,uniswap_v3 USDC-eB48/AMPL-A161 3000,USDC-eB48/AMPL-A161,uniswap_v3,3000.0,0.003,,,,,,,,,,,2473509192054352648497818089549,68824.0,60.0,10282271414,0xC837fe2E91CC7210EeB6e054EC9dFB9fdc4a26dc,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xD46bA6D942050d489DBd938a2C909A5d5039A161,USDC-eB48,AMPL-A161,6,9,4,USDC,AMPL
492,492,2023-05-03 18:10:16.158148,17181879,uniswap_v3 UNI-F984/DAI-1d0F 3000,UNI-F984/DAI-1d0F,uniswap_v3,3000.0,0.003,,,,,,,,,,,187082486966769691925669923762,17185.0,60.0,885290037619548869381,0x7cf70eD6213F08b70316bD80F7c2ddDc94E41aC5,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x6B175474E89094C44Da98b954EedeAC495271d0F,UNI-F984,DAI-1d0F,18,18,4,UNI,DAI
493,493,2023-05-03 18:10:17.636768,17181879,uniswap_v3 DAO-09Ad/USDC-eB48 3000,DAO-09Ad/USDC-eB48,uniswap_v3,3000.0,0.003,,,,,,,,,,,100101976592914404196209,-271647.0,60.0,3692767692123330,0xc840464a8c3324e0bdC9429439DdE3a12205424a,,0x0f51bb10119727a7e5eA3538074fb341F56B09Ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,DAO-09Ad,USDC-eB48,18,6,4,DAO,USDC
494,494,2023-05-03 18:10:19.831828,17181879,uniswap_v3 XMON-Bf74/USDC-eB48 10000,XMON-Bf74/USDC-eB48,uniswap_v3,10000.0,0.01,,,,,,,,,,,4370581486494820154110416,-196114.0,200.0,1393382060112,0xd3CA35355106cb8Bc5Fd7C534275509673319D83,,0x3aaDA3e213aBf8529606924d8D1c55CbDc70Bf74,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XMON-Bf74,USDC-eB48,18,6,4,XMON,USDC
495,495,2023-05-03 18:10:22.015119,17181879,uniswap_v3 REN-2a38/USDC-eB48 10000,REN-2a38/USDC-eB48,uniswap_v3,10000.0,0.01,,,,,,,,,,,23705741909028149260499,-300458.0,200.0,22631731367692757,0x8dD240195b2cD7c0A118166cba02512F52e9E360,,0x408e41876cCCDC0F92210600ef50372656052a38,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,REN-2a38,USDC-eB48,18,6,4,REN,USDC
496,496,2023-05-03 18:10:23.492845,17181879,uniswap_v3 DAI-1d0F/MATIC-eBB0 3000,DAI-1d0F/MATIC-eBB0,uniswap_v3,3000.0,0.003,,,,,,,,,,,81376950165457521735756305068,535.0,60.0,3613123462734023697073,0x07510b2DD84bF8187063a3c49533663518C2B6b7,,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,DAI-1d0F,MATIC-eBB0,18,18,4,DAI,MATIC
497,497,2023-05-03 18:10:24.959768,17181879,uniswap_v3 SHIB-C4cE/USDT-1ec7 3000,SHIB-C4cE/USDT-1ec7,uniswap_v3,3000.0,0.003,,,,,,,,,,,257736045190506175727,-390893.0,60.0,674154314923532701,0xB0cC75ed5AaBB0aCce7cbf0302531Bb260d259C4,,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0xdAC17F958D2ee523a2206206994597C13D831ec7,SHIB-C4cE,USDT-1ec7,18,6,4,SHIB,USDT
498,498,2023-05-03 18:10:27.15605,17181880,uniswap_v3 UFO-DC3B/USDC-eB48 3000,UFO-DC3B/USDC-eB48,uniswap_v3,3000.0,0.003,,,,,,,,,,,98358895879666889968,-410160.0,60.0,8330865600560512041,0xA960C6a9C460780D524709824e60252A9292d9d3,,0x249e38Ea4102D0cf8264d3701f1a0E39C4f2DC3B,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UFO-DC3B,USDC-eB48,18,6,4,UFO,USDC
499,499,2023-05-03 18:10:29.357206,17181880,uniswap_v3 TAMA-88c8/USDT-1ec7 10000,TAMA-88c8/USDT-1ec7,uniswap_v3,10000.0,0.01,,,,,,,,,,,13130440981972283182310,-312274.0,200.0,808507264797978,0x141df9A608856D1651c9a3c27b39960ff0418A12,,0x12b6893cE26Ea6341919FE289212ef77e51688c8,0xdAC17F958D2ee523a2206206994597C13D831ec7,TAMA-88c8,USDT-1ec7,18,6,4,TAMA,USDT
500,500,2023-05-03 18:10:30.847261,17181880,uniswap_v3 USDC-eB48/DSD-66e3 10000,USDC-eB48/DSD-66e3,uniswap_v3,10000.0,0.01,,,,,,,,,,,797252538934250830150871483259585487,322503.0,200.0,7630578965289428,0xEf2eC1B275f7EFBC66FB096bD72fa982A1BDeF12,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xBD2F0Cd039E0BFcf88901C98c0bFAc5ab27566e3,USDC-eB48,DSD-66e3,6,18,4,USDC,DSD
501,501,2023-05-03 18:10:33.021059,17181880,uniswap_v3 HOT-26E2/USDC-eB48 10000,HOT-26E2/USDC-eB48,uniswap_v3,10000.0,0.01,,,,,,,,,,,3609376024053041701287,-338104.0,200.0,16848672632319698,0xf86A418d0cbcb95A1286422B29AaE22C7b7280e9,,0x6c6EE5e31d828De241282B9606C8e98Ea48526E2,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,HOT-26E2,USDC-eB48,18,6,4,HOT,USDC
502,502,2023-05-03 18:10:34.462351,17181880,uniswap_v3 OHM-f1D5/USDC-eB48 500,OHM-f1D5/USDC-eB48,uniswap_v3,500.0,0.0005,,,,,,,,,,,7999971512843018086613112554,-45861.0,10.0,0,0x58557CFA7dcfe3A67E9A13080c90655E89cc1f11,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,OHM-f1D5,USDC-eB48,9,6,4,OHM,USDC
